CUR_MKT_CAP,SPXT ,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
12/7/99,#N/A,90.1875,143.6065,239.7661,48.125,1001.876,136.8,75.225,63.0892,39.9218
12/8/99,#N/A,76.1921,145.125,234.0419,48.9727,991.25,128.7563,74.6273,63.6938,39.7032
12/9/99,#N/A,75.9016,146.3065,241.0432,47.6602,988.75,128.5862,74.7071,64.6679,39.6375
12/10/99,#N/A,76.822,142.0875,247.7239,48.5352,993.75,129.2675,74.1492,64.2648,40.7313
12/13/99,#N/A,76.9188,142.9315,237.6313,48.8086,907.7831,124.2206,74.1094,63.8281,41.9563
12/14/99,#N/A,73.9344,142.594,210.7448,48.8086,890.4844,124.0531,74.0696,63.9625,41.4093
12/15/99,#N/A,76.0085,145.4625,203.1401,48.3438,908.6344,126.2268,74.3883,63.425,41.6063
12/16/99,#N/A,74.6719,146.8967,219.352,48.7813,951.15,127.65,70.7438,63.929,56.1938
12/17/99,#N/A,77.2992,139.05,227.1656,49.9298,961.6406,142.6,71.2031,77.1375,69.4313
12/20/99,#N/A,80.0499,145.2346,237.9,48.4258,981.3781,155.5162,69.557,89.9064,77.6781
12/21/99,#N/A,85,140.3673,264.5969,49.1094,1008.188,164.1361,70.4757,89.3439,78.0094
12/22/99,#N/A,93.8674,146.2081,271.5906,48.8906,1008.188,175.3525,70.2844,95.4,89.975
12/23/99,#N/A,102.8319,150.3706,339.9156,82.1063,1045.538,258.7687,99.457,115.6625,147.3827
12/24/99,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/27/99,#N/A,104.55,177.5816,337.225,111.5158,1056.188,260.5037,122.0719,115.6625,148.8375
12/28/99,#N/A,105.3632,177.7875,335.8804,118.4515,1072.988,258.4224,123.1594,115.9,150.3687
12/29/99,#N/A,107.4518,206.8629,339.2426,119.3485,1090.304,255.3,121.3241,115.8407,150.9812
12/30/99,#N/A,109.528,205.2,340.8125,131.2735,1089.359,266.981,121.3241,116.2564,165.8815
12/31/99,#N/A,119.6014,227.5879,360.0488,133.2423,1085.581,274.0725,122.4116,132.8296,192.5875
1/3/00,#N/A,116.8596,223.125,347.7,129.7971,1117.066,270.725,119.421,130.2767,186.775
1/4/00,#N/A,118.3065,218.925,341.25,126.2111,1113.019,270.8401,115.8187,133.2423,181.1566
1/5/00,#N/A,135.2456,228.7125,346.1645,125.6486,1096.496,275.625,118.7415,132.0471,183.2572
1/6/00,#N/A,138.7174,237.5301,361.368,127.3361,1045.106,280.7933,118.5375,132.4688,185.3406
1/7/00,#N/A,138.6382,240.0677,367.3492,135.125,1081.2,296.1563,120.9314,135.5759,194.0719
1/10/00,#N/A,146.3728,236.6723,360.8687,135.125,1106.394,290.7028,121.3436,149.4393,193.08
1/11/00,#N/A,144.6175,234.15,357.1125,133.4,1087.903,290.7028,120.0377,145.458,191.9884
1/12/00,#N/A,142.5272,233.1,368.6719,131.819,1090.96,292.2278,118.8,143.0406,190.8969
1/13/00,#N/A,143.1125,241.4041,379.8438,134.3343,1100.944,293.7528,117.7,147.3062,191.8894
1/14/00,#N/A,142.1094,239.9344,389.927,133.4,1126.238,294.7068,118.6627,138.0033,191.3928
1/17/00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/18/00,#N/A,141.2744,242.8739,376.9375,133.2565,1145.518,289.75,118.1814,135.45,190.3019
1/19/00,#N/A,139.8204,242.0719,379.1215,138.6,1150.2,295.4355,118.25,138.675,189.905
1/20/00,#N/A,139.8375,243.4875,373.3125,137.7,1189.088,296.1022,118.8,137.6,187.325
1/21/00,#N/A,144.1845,247.2973,372.0243,135.9749,1190.475,292.7677,122.65,137.3313,183.4553
1/24/00,#N/A,140.378,244.1438,365.2594,132.0749,1151.625,284.3366,121,133.2329,176.6094
1/25/00,#N/A,128.25,253.4,374.7051,131.3251,1176.254,284.1625,118.1814,134.1733,177.7009
1/26/00,#N/A,128.25,249.4406,388.7,132.3749,1137.75,286.7419,117.6314,133.5688,178.9906
1/27/00,#N/A,124.15,203.85,392.925,133.1251,1091.125,292.1,118.2031,123.5,164.44
1/28/00,#N/A,122.0378,188.1469,379.1938,129.6,1047.262,289.7188,117.5775,121,162
1/31/00,#N/A,122.4725,192.5531,390.9094,130.5,1082.037,295.0769,123.0007,120.4376,163.2186
2/1/00,#N/A,124.6875,192.1125,396.5063,132.3,1130.588,293.25,122.0969,122,171.9438
2/2/00,#N/A,125.2618,193.3244,392.498,132.3764,1146.6,293.848,121.4712,125,170.8
2/3/00,#N/A,123.1288,193.7207,390.0938,132.3,1168.975,289.8636,121.2625,126.1252,171.4673
2/4/00,#N/A,122.965,188.1344,386.0855,132.8361,1193.456,289.6647,120.6368,126.5624,171.1812
2/7/00,#N/A,120.5862,190.2572,398.8368,130.5389,1196.287,294.9375,120.2893,124.5,174.4269
2/8/00,#N/A,116.8221,216.275,403.2993,131.075,1204.45,298.5944,120.5674,125.8752,178.3956
2/9/00,#N/A,114.5108,209.1,394.9188,129.6971,1189.463,295.9528,120.5674,123.6252,175.4187
2/10/00,#N/A,113.5546,217.3614,384.0105,127.4764,1217.735,286,118.8288,122.5624,173.8313
2/11/00,#N/A,110.7659,210.8942,384.85,124.7971,1185.375,280.5153,116.7431,122.6252,171.3509
2/14/00,#N/A,112.5983,214.225,388.2062,126.7875,1186.057,281.9375,116.8819,120.3752,172.2437
2/15/00,#N/A,120.9143,228.6379,387.6806,129.0077,1192.191,288.2347,116.6038,119.4376,172.6406
2/16/00,#N/A,118.125,229.6879,379.591,128.7014,1186.046,284.1722,116.1174,116.0624,165.8938
2/17/00,#N/A,117.8788,229.425,374.85,129.2375,1212.675,279.9069,115.4219,116,161.1313
2/18/00,#N/A,111.0046,222.731,385.7625,131.5642,1147.575,280.9131,111.1806,115.6327,162.5
2/21/00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/22/00,#N/A,114.5108,226.0192,389.3344,133.7159,1144.9,285.45,110.7632,114.8,162.9063
2/23/00,#N/A,113.2358,220.1067,387.8466,132.6796,1179.675,279.2632,108.4688,116.5938,168.6447
2/24/00,#N/A,109.1721,220.2188,379.8094,131.4846,1194.387,273.4882,104.8531,115.6971,163.2656
2/25/00,#N/A,107.4187,210.9063,383.3719,129.1733,1183.02,266.6809,101.9531,112.1096,163.8988
2/28/00,#N/A,107.7375,218.5594,396.7901,129.5721,1168.975,271.8382,104.8759,114.0952,169.805
2/29/00,#N/A,107.0204,224.9442,406.7275,133.575,1195.725,272.8575,105.6237,115.3765,175.9594
3/1/00,#N/A,105.9046,234.6094,422.7188,102.1876,1207.762,281.5442,110.2455,113.5,168.8475
3/2/00,#N/A,103.5938,238.9844,417.075,102.5624,1219.8,290.3438,97.5,113,166.1041
3/3/00,#N/A,106.9409,235.1563,417.7031,105.3752,1253.571,288.7848,98.379,104.5382,161.4256
3/6/00,#N/A,104.3909,233.7895,401.2106,104.9376,1251.566,281.8835,95.625,85.6382,150.0519
3/7/00,#N/A,101.0437,238.4969,389.1169,100.75,1234.188,266.7429,94.5116,84.0656,145.8678
3/8/00,#N/A,103.1954,244.4161,376.6313,101.8124,1252.994,274.9808,95.1563,83.6368,137.7094
3/9/00,#N/A,103.0358,247.5,378.7044,102.8752,1290.881,282.3281,95.9179,85.5906,140.4844
3/10/00,#N/A,103.9125,235.875,379.8888,103.1252,1293.588,265.2833,95.9179,84.8757,138.5768
3/13/00,#N/A,105.5062,235.1567,383.7375,101.5624,1274.644,261.0489,96.2111,84.2563,137.4491
3/14/00,#N/A,103.6733,236.7281,382.2575,101,1245.553,259.5679,95.5665,84.4945,137.7094
3/15/00,#N/A,113.1212,234.2813,400.2978,86.6765,1221.076,258.7625,96.0938,77.9626,135.5094
3/16/00,#N/A,120.2581,247.25,434.4833,91.5235,1263.6,273.05,100.6643,81.9876,145.6487
3/17/00,#N/A,115.5,219.4723,433.3145,91.0595,1293.3,267.8913,99.9023,82.075,145.5678
3/20/00,#N/A,116.8944,216.016,427.4067,91.575,1317.713,265.51,99.4924,83.65,144.2
3/21/00,#N/A,118.2893,208.8191,442.975,93.5345,1352.244,270.4706,98.8478,84.175,145.8094
3/22/00,#N/A,115.2538,207.2,453.923,57.8485,1375.725,268.2875,68.2375,86.3187,132.4812
3/23/00,#N/A,111.9938,206.9691,469.7416,59.1938,1424.172,254.5802,69.3969,86.6687,132.8483
3/24/00,#N/A,112.578,196.2191,475.1125,62.4508,1449.247,252.0817,71.3281,87.4126,133.2892
3/27/00,#N/A,112.1095,199.6875,460.7969,61.6781,1464.15,248.8281,72.3165,86.8,124.4377
3/28/00,#N/A,110,207.2,464.3875,61.5102,1422.387,251.6995,71.9727,86.8876,124.85
3/29/00,#N/A,112.2655,216.5957,460.7969,62.2829,1441.814,257.8245,73.2617,85.575,127.325
3/30/00,#N/A,115.3125,218.0691,461.695,62.6861,1432.444,261.2692,73.0898,84.35,130.1436
3/31/00,#N/A,115.2345,215.4469,464.6862,62.7867,1498.922,259.9303,73.5196,85.8813,122.9155
4/3/00,#N/A,118.9845,219.1219,474.4094,63.0554,1435.5,271.7969,73.9923,85.8376,126.5905
4/4/00,#N/A,119.0694,216.3656,455.4684,62.35,1421.578,263.4844,75.0236,84.875,125.0155
4/5/00,#N/A,118.1225,209.9344,444.7012,62.1148,1453.984,258.75,76.0117,84.3063,125.2125
4/6/00,#N/A,117.4125,215.4469,444.675,62.6523,1472.847,243.0318,76.4844,85.925,126.525
4/7/00,#N/A,108.6563,209.2307,435.6,63.5929,1523.147,229.0313,70.7227,86.1437,126.525
4/10/00,#N/A,111.3281,194.7969,448.0781,63.6938,1471.05,234.7737,70.5634,85.575,129.478
4/11/00,#N/A,115.2,198.2219,455,64.4665,1434.825,238.875,72.396,86.3187,130.397
4/12/00,#N/A,118.2,197.0156,468.2903,63.3242,1355.213,241.6638,73.0335,84.7437,130.1345
4/13/00,#N/A,114.9,196.5938,456.0503,63.4923,1384.212,240.0237,73.1133,82.6,127.7065
4/14/00,#N/A,108.6,192.375,396.5743,59.3267,1311.75,228.2112,70.4438,77.6126,117.6
4/17/00,#N/A,118.9456,208.5938,398.7509,70.664,1385.578,230.3018,69.3679,78.2687,112.1252
4/18/00,#N/A,116.7306,209.6483,414.7,80.8688,1475.431,231.75,69.5673,80.4126,114.5
4/19/00,#N/A,115.2538,228.5,409.2,91.1501,1426.947,234.4857,70.2048,82.5126,115.3752
4/20/00,#N/A,118.125,243.1799,416.9,91.9002,1414.406,234.325,70.4438,82.8626,116.8752
4/21/00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/24/00,#N/A,118.3712,245.8362,419.525,92,1370.938,240.7625,72.3563,81.6813,118.1252
4/25/00,#N/A,118.535,252.0286,432.5,96.8,1461.197,232.656,74.5079,83.7376,120.25
4/26/00,#N/A,116.4844,258.2254,423.85,95.3501,1433.403,230,74.3486,84.6126,120.1252
4/27/00,#N/A,116.0743,261.8,415.2,95.4499,1478.04,230,72.675,84.0876,117.6252
4/28/00,#N/A,116.9768,254.1,416.5,94.8,1427.25,223.438,72.6352,84.875,114.6252
5/1/00,#N/A,116.8125,258.2254,407.2027,97,1447.525,226.25,72.6352,85.1376,118.1252
5/2/00,#N/A,120.4219,270.867,403.2196,94.5,1401.6,222.3375,65.8874,83.4313,117.3124
5/3/00,#N/A,118.4531,263.9,396.0473,91.35,1340.8,222.3375,66.1126,81.1126,111.75
5/4/00,#N/A,119.6837,270.725,389.9375,91.4977,1331.2,222.3375,66,80.85,109.9376
5/5/00,#N/A,119.6018,273.5688,392.5946,93.1219,1367.601,228.7052,66.15,80.7626,115.4866
5/8/00,#N/A,121.2112,276.9813,384.9918,81.254,1288.282,234.6607,72.15,78.047,112.3875
5/9/00,#N/A,123.3844,280.1685,383.9699,80.6094,1264.453,235.7437,71.9064,77.4984,113.5268
5/10/00,#N/A,121.88,281.0315,373.7512,79.7929,1224.781,234.1974,73.2875,77.372,113.5268
5/11/00,#N/A,130.3913,291.375,384.9918,81.7696,1259.378,243.3375,74.3844,77.2875,114.5393
5/12/00,#N/A,130.8331,292.387,389.3344,82.7579,1275.681,240.1187,73.2064,78.6375,116.1844
5/15/00,#N/A,133.1281,314.5896,406.7062,84.1329,1312.306,248.4622,88.9796,79.9454,116.5643
5/16/00,#N/A,131.7156,234.1404,404.4074,84.9063,1351.661,247.3255,88.5921,81,117.45
5/17/00,12250611.47,132.0688,235.2971,397.5094,84.3477,1332.386,248.1378,87.2359,80.072,114.6656
5/18/00,12159785.86,121.7344,234.95,470.3375,78.557,1116.742,302.4188,75.1938,82.95,135.7125
5/19/00,11905216.79,131.3625,235.4125,395.4656,81.6406,1248.056,249.4378,86.3158,77.8783,113.9694
5/22/00,11893156.85,130.6563,233.4471,400.575,80.2227,1256.939,248.6255,95.3064,76.9921,112.2611
5/23/00,11665798.7,128.8025,232.5221,403.1305,79.879,1196,247.3255,93.553,76.3595,111.7549
5/24/00,11878043,128.2725,232.7529,408.2399,81.0392,1245.516,252.6878,95.147,76.8658,109.7299
5/25/00,11730111.44,123.5938,228.475,399.2383,79.5781,1227.517,252.0378,93.553,76.275,108.7174
5/26/00,11699834.6,121.6518,228.5904,397.7,79.1486,1231.594,252.85,95.4125,75.6845,106.4393
5/29/00,11690360.25,#N/A,228.5906,463.175,74.0519,1042.844,308.7687,74.3656,78.4875,123.5219
5/30/00,12080543.19,126.2405,231.8279,405.9,80.5665,1314.037,251.3878,96.103,78.8063,107.2618
5/31/00,12072613.68,125.153,238.7654,395.741,81.125,1303.49,248.95,96.6345,79.65,105.7267
6/1/00,12317489.85,125.5155,313.2943,408.825,81.7696,1364.75,248.4,97.325,79.1438,106.5188
6/2/00,12561546.85,127.6,302.575,426.9594,82.371,1426.861,239.8292,97.0064,81.0845,109.4437
6/5/00,12484970.02,115.6062,298.2875,437.0464,82.2423,1404,217.5216,80.8375,80.8313,108.8346
6/6/00,12402249.05,115.7721,309.925,437.75,81.6406,1387.162,218.2567,82.7408,80.1563,105.3608
6/7/00,12517692.64,113.2875,305.9442,444.125,81.254,1331.838,220.6067,83.0577,79.9454,105.3608
6/8/00,12440806.4,113.1221,307.475,436.6875,79.9648,1325.7,220.6067,83.5563,79.3125,104.325
6/9/00,12398046.67,112.9563,305.4846,429.25,80.2656,1328.769,223.1034,84.5985,80.4938,102.6188
6/12/00,12301531.87,113.6188,312.375,440.6102,80.3517,1296.547,222.8091,84.236,79.7345,100.0596
6/13/00,12506728.51,110.3889,312.375,440.0688,80.6954,1328.769,225.3067,86.0485,78.6375,102.0096
6/14/00,12524621.81,113.2875,311.9154,447.6375,80.5236,1253.75,228.2442,85.686,79.9875,102.375
6/15/00,12597753.32,113.2875,307.475,443.4113,81.2969,1262.569,232.5034,83.7632,100.547,102.1312
6/16/00,12472237.07,113.2875,311.15,421.2,79.7071,1266.938,227.6567,82.2048,99.4125,100.7908
6/19/00,12660776.3,109.6438,308.5471,432.1688,78.8906,1276.134,228.0966,83.5406,100.0313,100.6687
6/20/00,12578589.97,100.5469,306.8625,430.3312,76.4415,1279.688,213.402,82.65,111.9827,98.475
6/21/00,12617975.27,100.0831,312.375,427.0125,76.7423,1302.412,217.5969,81.4626,111.4625,97.8046
6/22/00,12388447.64,100.0831,304.1068,426.7364,75.0665,1262.25,212.8426,80.9376,111.2312,97.3783
6/23/00,12297083.37,100.1603,307.9346,423.6938,75.8829,1235.355,215.3594,81.2,109.15,97.9875
6/26/00,12419855.71,93.8866,305.4846,425.4688,66.3875,1254.441,213.2813,44.8048,108.1096,97.9875
6/27/00,12379440.55,97.6719,303.3404,429.5707,61.0063,1242.143,216.5625,187.0313,107.8783,100.7908
6/28/00,12415592.02,97.4491,300.7375,426.2895,61.779,1257.15,216.5625,259.4885,107.4158,100.425
6/29/00,12318410.01,95.6679,301.35,426.0165,60.704,1235.156,218.477,294.4115,109.0346,98.7188
6/30/00,12424634.21,93.2929,297.3692,406.125,60.8048,1259.859,220.801,301.1125,109.3812,95.9768
7/3/00,12576594.41,90.8438,299.2067,413.6063,61.6111,1268.578,221.2114,300.2687,109.15,97.2656
7/4/00,12576594.41,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/5/00,12371172.15,91.2659,286.8029,418.148,61.0735,1227.891,221.7583,165.6281,109.8438,98.4375
7/6/00,12511064.13,88.875,289.7125,422.5863,60.9054,1246.781,222.0313,195.5722,109.6125,99.1406
7/7/00,12703450.68,88.4534,291.0904,429.8219,61.2079,1267.125,220.5271,83.0577,110.5375,103.9455
7/10/00,12676723.35,89.7188,292.4692,430.8937,61.275,1253.322,222.5781,83.0577,109.6125,105.4688
7/11/00,12719695.09,94.5,302.8817,443.1375,62.4508,1227.109,222.7146,82.2875,108.3985,106.2304
7/12/00,12822257.25,94.0077,298.9,449.445,62.6861,1258.665,218.2031,111.15,110.4221,106.5236
7/13/00,12848267.12,95.0625,294.3067,445.0575,63.1898,1283.05,217.3781,125.95,110.7688,104.5313
7/14/00,12970074.48,93.164,294,452.4618,63.8281,1306.716,214.8895,124.2314,112.5033,105.8205
7/17/00,12981144.18,91.6875,290.1721,443.9606,64.1977,1317.475,215.9958,123.2,111.1158,105.2344
7/18/00,12839098.79,90.2813,292.775,439.7149,64.3656,1290.938,216.2719,122.7186,109.3812,105.4688
7/19/00,12736071.22,90.2813,292.0096,438.0875,63.8281,1262.25,216.5489,123.9564,110.075,104.121
7/20/00,12853810.87,89.5784,289.1,449.2019,64.6008,1288.787,212.9531,121.9627,111.8096,103.8281
7/21/00,12721507.96,90,283.5875,447.8469,64.5,1260.816,217.125,123.2,117.8752,103.5938
7/24/00,12587583.18,86.1346,280.6779,444.0665,64.0298,1227.298,220.3938,122.7877,116.75,101.9531
7/25/00,12677884.78,85.0596,278.075,443.566,64.1642,1400.65,251.55,123.8186,116.8124,102.1875
7/26/00,12488686,84.5221,280.3721,445.3183,63.3579,1236.97,251.7122,108.7125,115.8752,101.8361
7/27/00,12570413.49,85.4625,290.0192,446.6634,62.921,1201.032,253.5,108.2858,116.6252,102.6563
7/28/00,12311039.39,84.7908,287.875,436.9884,60.8048,1156.47,255.6122,107.6158,115.3752,99.4924
7/31/00,12412892.31,86.1844,286.0375,444.5134,47.386,1180.188,252.85,107.9204,116.5,100.1
8/1/00,12476196.72,86.2522,291.3971,444.8668,79.5781,1156.389,261.3,98.9846,117.5,101.5437
8/2/00,12486934.25,112.735,296.9096,424.8449,79.2344,1297.85,261.1378,89.125,79.65,106.8187
8/3/00,12582435.24,87.7478,292.775,456.0895,79.3634,1173.489,262.6,100.7891,118.6252,101.0625
8/4/00,12728153.65,86.9321,294,475.1082,80.3517,1173.489,260.65,100.2421,121.0624,100.6413
8/7/00,12868824.34,88.6313,297.8279,476.4493,82.7148,1171.448,257.4,102.2109,124.6299,103.3486
8/8/00,12901305.55,90.8063,298.4404,480.6165,83.4454,1173.537,258.5378,99.5313,125.0188,106.4163
8/9/00,12814476.97,90.8741,303.8,477.3727,84.1759,1146.031,247.9755,97.9454,123.8518,104.5518
8/10/00,12704231.25,89.5147,306.5567,474.6688,83.9611,1121.619,252.3622,97.9454,124.1111,101.5437
8/11/00,12810948.49,91.35,306.25,481.9676,84.9063,1125.688,254.15,99.0392,124.8893,102.9875
8/14/00,12984585.18,91.35,310.5375,488.1852,85.7656,1146.097,254.9622,99.6408,126.3156,104.3111
8/15/00,12924858.07,91.8938,309.3125,479.2636,84.6915,1151.456,254.4755,100.2971,125.6674,101.3031
8/16/00,12888424.42,91.8938,313.6,473.5875,84.3048,1126.25,257.0755,98.875,123.8518,99.3181
8/17/00,13030776.53,92.0978,320.95,479.8051,84.7344,1147.45,255.6122,97.5625,125.0188,99.3781
8/18/00,12991724.24,84.2275,317.275,473.5384,84.4767,1143.356,252.5255,98.1096,122.0062,98.0861
8/21/00,13065056.75,89.9906,318.5,477.3,85.6798,1094.194,255.1255,90.3002,122.3861,95.7424
8/22/00,13052794.25,89.1071,317.5817,483.809,85.5079,1094.194,218.7156,89.2,120.8674,97.6174
8/23/00,13119028.43,88.6991,325.85,477.6094,85.0781,1132.357,255.7755,89.9002,120.9938,97.0313
8/24/00,13140768.9,88.8353,318.8067,476.8004,85.9804,1140.204,218.7156,89.7002,120.6774,97.0313
8/25/00,13131261.17,88.3594,319.725,475.7847,86.3673,1136.351,222.0083,89.6,122.7024,97.9103
8/28/00,13200482.22,88.2237,320.95,484.7837,87.5273,1145.662,221.3006,108.3,121.5,96.3281
8/29/00,13165418.93,87,321.2567,479.875,86.9688,1146.947,217.9068,107.35,122.0694,95.9179
8/30/00,13108481.81,87.204,318.5,484.2375,86.1523,1139.241,216.9176,108.4189,122.8924,94.8049
8/31/00,13243641.04,88.1554,317.275,503.9262,86.7969,1161.718,217.3412,109.25,122.133,93.4571
9/1/00,13364016.59,87.2719,320.4904,495.628,87.5704,1162.359,216.0688,110.5564,128.0313,105.5009
9/4/00,13364016.59,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/5/00,13106226.41,89.0393,320.4904,501.7136,87.5704,1136.031,215.3619,110.9718,125.508,106.6031
9/6/00,12977495.32,90.5344,327.5346,509.8692,88,1136.762,231.475,113.8156,124.9768,108.1594
9/7/00,13066170.45,86.1844,326.0029,505.6849,87.4844,1155.225,239.5599,113.8156,112.3118,148.6019
9/8/00,12998041.75,79.8221,322.175,502.6376,86.4531,1118.3,218.0685,117.425,97.7781,132.9569
9/11/00,12955580.32,69.6377,332.4346,486.0465,86.0236,1130.588,203.5969,120.1319,89.3555,116.6344
9/12/00,12893880.88,69.1877,331.975,492.6795,85.7656,1126.881,205.2,119.8313,89.308,116.6344
9/13/00,12919623.74,68.85,326.4625,489.5481,86.0236,1137.956,204,118.9893,90.2611,116.6344
9/14/00,12883141.09,106.1143,325.5443,487.721,85.9375,1327.567,201.875,117.425,79.0595,115.9549
9/15/00,12756126.78,66.15,332.5875,455.3855,83.5313,1124.458,165.375,106.8596,88.9267,101.4837
9/18/00,12571887.75,65.925,333.2,440.2313,82.5861,1104.156,163.2285,106.2033,88.7837,108.478
9/19/00,12703022.44,64.125,324.3192,449.6727,81.6406,1147.266,163.4438,104.4533,88.2118,106.6405
9/20/00,12629417.28,61.5783,317.8875,437.6654,82.0704,1130.738,162.15,102.5938,80.8243,99.5624
9/21/00,12609156.38,61.3596,315.4375,432.7588,82.3281,1110.056,166.4625,101.883,81.5813,103.25
9/22/00,12607592.11,61.25,313.4471,441.1008,81.7267,1103.2,172.0688,104.4705,80.8688,102.5624
9/25/00,12522459,59.3405,308.7,435.3688,84.1329,1077.69,168.0878,102.175,79.1915,984.75
9/26/00,12421124.63,97.6393,316.05,463.6762,84.2188,1213.12,254.8,95.9063,77.7516,99.9844
9/27/00,12414497.54,58.4905,322.0221,432.7471,50.1188,1050,166.7061,103.2219,77.8594,97.1954
9/28/00,12689696.8,55.8142,320.7971,432.0429,50.7892,1088.825,155.5663,106.5719,80.1367,91.125
9/29/00,12504990.07,102.6712,321.1029,430.65,50.4281,1034.162,156.1525,108.1424,79.9219,27.3797
10/2/00,12508388.85,55.9125,327.6875,438.1539,49.9125,1028.8,155.8594,108.7705,80.9531,64.925
10/3/00,12414216,59.0134,327.5346,439.1563,50.8923,1001.559,155.8594,107.4094,81.254,67.8906
10/4/00,12481523.1,59.5548,317.8875,427.75,51.2531,1030.749,154.59,112.2188,81.8986,69.0938
10/5/00,12499691.12,58.9642,317.4279,423.1148,51.3048,1013.783,155.6719,113.2033,82.629,68.1915
10/6/00,12262630.64,58.4719,316.05,353.5875,49.9125,999.4927,154.8072,109.4375,80.6954,66.0429
10/9/00,12332553.63,105.1431,320.95,451.6688,83.7031,1135.218,260.65,99.7813,78.722,97.8962
10/10/00,12077125.95,58.9148,328.1471,338.0341,82.5861,966.8312,156.3447,109.225,80.2656,58.05
10/11/00,11878202.44,57.3398,331.2096,338.625,81.125,937.9,165.0389,107.525,78.246,56.4
10/12/00,11573355.76,56.3063,336.2625,384.75,47.5664,907.4156,166.0549,106.0375,75.625,85.2517
10/13/00,11956446.53,55.0267,323.4,404.7,49.036,983.8594,164.0236,107.6314,77.0429,87.0188
10/16/00,11960460.73,54.9773,320.3375,408.2629,49.7063,968.2875,166.3597,74.8329,76.3125,65.839
10/17/00,11748891.3,54.4852,320.4904,397.1,48.3656,942.8063,167.7813,75.8242,72.5313,64.0265
10/18/00,11687282.76,54.25,316.2029,353.8708,47.4891,942.2824,167.6799,75.2,73.7344,59.625
10/19/00,12087989.14,54.1533,317.7346,442.2168,48.3141,1026.016,263.4122,98.7158,74.5938,62.068
10/20/00,12159187.9,53.4266,324.0125,385.6194,48.5719,1055.054,165.75,74.429,73.3719,58.65
10/23/00,12153412.5,53.8141,318.8067,379.184,49.1391,1050.75,167.4764,76.0079,74.4486,59.0085
10/24/00,12173925.28,55.9938,249.4783,388.725,49.9125,1030.319,167.9847,75.6773,74.6142,61.3642
10/25/00,11890182.77,55.6063,243.3842,390.9445,48.9844,959.765,171.9451,75.2,73.2892,60.4531
10/26/00,11888100.37,56.575,244.4816,371.663,49.2423,987,172.25,74.9429,74.3243,60.2462
10/27/00,12021911.18,56.3813,242.775,383.8701,49.2164,995.4459,170.3201,78.3,74.9868,60.8257
10/30/00,12209516.42,60.8375,246.9191,397.8211,49.7579,983.9496,174.2813,81.3374,76.4361,62.3579
10/31/00,12476675.38,61.2734,248.625,401.0912,50,1049.251,173.6722,81.9751,78.175,65.132
11/1/00,12405960.16,60.7891,256.6691,399.3474,50.0501,1029,173.4688,81.4874,78.7132,65.6705
11/2/00,12468484.57,60.3533,247.65,401.3089,51.511,1055.626,172.1486,81.5251,79.4173,66.25
11/3/00,12459050.22,64.35,246.675,400.2193,51.0985,1063.5,176.5035,81.15,79.1274,65.2976
11/6/00,12525508.5,65.3773,247.65,405.6686,51.5625,1047,179.8535,80.7751,79.6656,66.1673
11/7/00,12526292.81,66.1625,249.6,404.3614,51.7688,1054.5,178.0733,80.8874,79.9969,65.5048
11/8/00,12329910.72,66.8955,252.0375,397.1682,51.4336,1001.081,182.1563,81.3,79.3344,67.5
11/9/00,12249102.58,65.9531,249.3566,400.0017,50.2,988.476,182.366,81.75,75.6906,64.8845
11/10/00,11947538.19,65.0111,250.0875,395.642,50.5829,935.8125,183.308,81.9,75.4007,61.8891
11/13/00,11821907.53,65.2727,248.1375,372.3969,49.6548,927,177.8642,82.2751,73.7861,63.6188
11/14/00,12097949.5,65.796,249.6,374.4991,50.6344,977.2512,180.0625,80.85,75.5663,65.5171
11/15/00,12158625.14,66.1625,254.475,371.5562,50.7375,992.2,180.4812,80.7751,75.9392,66.15
11/16/00,12007978.67,64.1736,255.45,370.296,50.9954,962.4219,180.9,81.7126,75.0281,65.4329
11/17/00,11974168.7,64.121,253.3783,367.3531,50.7892,972,182.25,80.4751,74.5313,65.3908
11/20/00,11754352.54,63.3884,252.1592,356.425,48.5501,934.4313,181.7228,81.2626,74.1173,59.0625
11/21/00,11796263.26,62.8648,257.8875,357.2656,50.686,938.9969,184.7813,80.4751,72.3781,58.5938
11/22/00,11578378.28,62.8125,253.7441,348.6496,49.861,904.7559,184.1488,81.0751,71.6743,57.9688
11/23/00,11578378.28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/24/00,11757727.44,63.65,257.4,351.1714,50.686,940.5187,182.25,80.9251,72.0055,58.3595
11/27/00,11823510.6,63.65,255.3283,342.771,50.7892,937.1137,185.9416,82.0368,72.4611,60.4688
