Companies,Ticker,PE_Calc,PBV_Calc,IQ_MarketCap,IQ_TOTAL_DEBT_CAPITAL,IQ_NI_NORM_MARGIN,Return on Equity_Calc,IQ_RETURN_ASSETS,IQ_BETA_2YR
Genuine Parts Company,NYSE:GPC,22.55385341,4.158708275,15146.80724,55.223,3.4985,18.43032413,5.2179,0.91406
"Gilead Sciences, Inc.",NasdaqGS:GILD,28.55698336,4.164700446,85751.56958,54.9569,13.5283,13.91065532,5.2227,1.11967
Global Payments Inc.,NYSE:GPN,72.27855682,1.893539351,52592.89767,26.5888,10.3363,4.107481808,1.9871,1.17557
Globe Life Inc.,NYSE:GL,20.21894053,1.555511395,11358.36482,17.8093,12.8112,8.056872774,2.5393,0.95134
"H&R Block, Inc.",NYSE:HRB,14.66783907,-59.33601402,4494.56352,103.708,10.1923,296.3630184,14.4103,0.71447
Halliburton Company,NYSE:HAL,23.52822784,2.101680715,20523.0668,53.9636,3.7489,9.032343096,4.851,1.44574
Hanesbrands Inc.,NYSE:HBI,11.84086759,4.403162752,5418.22296,77.92,6.6024,38.68181394,7.8118,1.13004
"Harley-Davidson, Inc.",NYSE:HOG,15.85352474,3.118150257,5725.60744,80.2664,6.9365,19.43395337,3.6999,1.3102
"Hasbro, Inc.",NasdaqGS:HAS,36.59172357,6.883549572,13735.15754,50.1037,7.4069,19.46967102,6.837,0.77884
"HCA Healthcare, Inc.",NYSE:HCA,18.07022704,-13.59544281,48343.0831,104.1829,5.3926,-72.00239535,10.8549,1.10787
"Healthpeak Properties, Inc.",NYSE:PEAK,158.025044,2.768183983,16427.50703,50.8817,5.2869,1.727373102,1.8428,0.23844
"Helmerich & Payne, Inc.",NYSE:HP,35.62556749,1.124048282,4510.29376,10.6723,4.556,3.137349963,2.2949,1.23314
"Henry Schein, Inc.",NasdaqGS:HSIC,19.25322025,3.571694399,10139.7443,26.3517,3.9497,18.65751035,7.5066,0.91373
Hess Corporation,NYSE:HES,-552.8630407,2.107064172,18769.72661,42.1465,-0.5288,-0.372895373,1.7257,1.50684
Hewlett Packard Enterprise Company,NYSE:HPE,12.46563506,1.201063475,20535.78,44.6252,5.9121,9.573166559,3.3936,1.31509
Hilton Worldwide Holdings Inc.,NYSE:HLT,41.42304015,-143.9701436,29824.62604,102.2774,19.6651,-608.6682728,6.8084,0.97046
HollyFrontier Corporation,NYSE:HFC,11.16397223,1.33714638,8026.20913,30.8868,4.348,12.13222835,7.8134,1.11336
"Hologic, Inc.",NasdaqGS:HOLX,50.66754002,6.655119318,13930.86862,59.5112,8.3059,12.81371945,5.3161,0.98397
Honeywell International Inc.,NYSE:HON,27.36656835,6.94489108,125765.0412,51.3405,12.6417,25.63388522,7.7101,1.00032
Hormel Foods Corporation,NYSE:HRL,32.67355135,4.112384723,24362.60601,4.0482,7.8487,12.61339413,8.7728,0.37149
"Host Hotels & Resorts, Inc.",NYSE:HST,31.89386519,1.716007059,12844.65977,39.5632,7.499,5.43458537,4.093,0.84911
HP Inc.,NYSE:HPQ,17.17248637,-24.83081149,29742.00674,130.2484,3.0135,-148.7435331,7.8114,1.34941
Humana Inc.,NYSE:HUM,22.33773268,3.935682559,45657.8518,36.8893,3.3221,17.59097666,7.4245,0.97346
Huntington Bancshares Incorporated,NasdaqGS:HBAN,14.51959334,1.467234653,15708.2067,0,24.6122,10.2450529,1.3321,1.14406
"Huntington Ingalls Industries, Inc.",NYSE:HII,23.23285965,6.101665081,10378.05659,50.751,5.2527,26.99723047,7.1826,1.26875
IDEX Corporation,NYSE:IEX,35.12007265,5.763951138,12471.53639,29.7573,14.1185,16.58710929,10.3993,1.03354
"IDEXX Laboratories, Inc.",NasdaqGS:IDXX,66.3793629,106.2683249,21484.24516,83.2461,13.8422,173.6465683,20.9557,1.0884
IHS Markit Ltd.,NYSE:INFO,70.44543707,3.586250418,29532.76959,37.9785,9.5555,5.044869854,3.5939,0.92831
Illinois Tool Works Inc.,NYSE:ITW,28.21914792,19.16625127,56847.0962,72.4898,14.3723,66.73580459,14.2425,1.08995
"Illumina, Inc.",NasdaqGS:ILMN,77.97119709,10.61585679,47123.79,29.6513,17.4775,13.82733945,8.2502,1.46709
Incyte Corporation,NasdaqGS:INCY,70.88825001,8.439707611,20447.66474,2.9747,13.6105,12.33864355,8.99,1.18944
Ingersoll-Rand Plc,NYSE:IR,27.84989824,4.403282549,31765.75998,45.7399,7.0924,15.98778277,6.8208,0.90537
Intel Corporation,NasdaqGS:INTC,18.85010091,3.343854532,248254.5,28.4221,19.2391,17.81699617,10.3765,1.13084
"Intercontinental Exchange, Inc.",NYSE:ICE,33.0457507,3.001513926,51402.77836,32.1151,30.2547,9.119445011,1.8834,0.76271
Apple Inc.,NasdaqGS:AAPL,30.41894722,13.29562875,1203102.864,54.4221,15.799,42.74208612,11.3473,1.11336
International Flavors & Fragrances Inc.,NYSE:IFF,37.67667065,2.372203153,14365.67291,43.1803,7.8574,6.222409254,4.3827,0.79568
International Paper Company,NYSE:IP,14.12746535,2.433433629,18107.93872,59.1295,5.6956,17.21696293,4.2238,1.17018
Intuit Inc.,NasdaqGS:INTU,54.71626392,18.05214555,65571.24035,17.5816,17.2814,32.46274761,21.0827,1.15857
"Intuitive Surgical, Inc.",NasdaqGS:ISRG,73.79575885,8.561048577,66430.49494,0.9803,21.1122,11.96392083,9.9423,1.46301
Invesco Ltd.,NYSE:IVZ,8.283650817,0.811177446,7757.04632,15.6686,15.6358,9.779412183,2.3634,1.29379
IPG Photonics Corporation,NasdaqGS:IPGP,33.96199608,3.08930553,7357.6309,2.8206,16.1911,9.134755779,7.8508,1.56036
IQVIA Holdings Inc.,NYSE:IQV,127.3202036,4.551453671,27910.36421,65.4714,2.0425,3.480560772,2.4482,1.13784
Iron Mountain Incorporated,NYSE:IRM,40.38568515,6.208972697,9380.97507,86.8755,5.4644,14.65903407,3.803,0.61343
"J.B. Hunt Transport Services, Inc.",NasdaqGS:JBHT,31.03157203,5.412152491,11871.7125,39.2162,4.2906,17.69071545,8.3039,0.85869
"Jack Henry & Associates, Inc.",NasdaqGS:JKHY,49.53608844,7.58206436,11197.39701,4.7862,14.1752,15.56308975,10.6334,0.82577
Jacobs Engineering Group Inc.,NYSE:J,30.25702499,2.048290262,11737.9385,19.5423,3.152,6.645837007,3.9502,1.13317
Johnson & Johnson,NYSE:JNJ,28.51992936,6.371977401,371041.3708,34.1664,16.0728,21.90574548,8.5677,0.75607
Johnson Controls International plc,NYSE:JCI,56.69671903,1.679896012,32939.6238,25.738,2.7343,2.952910771,2.5127,1.02148
JPMorgan Chase & Co.,NYSE:JPM,16.40494716,1.783122213,420790.0863,0,24.8785,10.9686573,1.3002,1.10356
"Juniper Networks, Inc.",NYSE:JNPR,26.58649747,1.763615316,8036.31627,28.9468,7.0629,6.70415074,3.5384,0.95602
Kansas City Southern,NYSE:KSU,26.81333431,3.123015291,15206.93026,35.1865,20.2605,11.746524,6.6969,0.93465
Kellogg Company,NYSE:K,31.08275107,8.274066087,22563.37988,71.7986,5.343,26.9970037,5.486,0.46685
KeyCorp,NYSE:KEY,15.01363834,1.27660155,19354.42488,0,21.9292,8.606444592,1.2077,1.25222
"Keysight Technologies, Inc.",NYSE:KEYS,43.43308133,6.443909463,19365.54787,37.3121,10.3851,15.00120225,7.1402,1.18566
Kimberly-Clark Corporation,NYSE:KMB,25.58275995,-333.1629797,46930.0865,98.938,9.9987,-1153.251511,13.4766,0.53076
Kimco Realty Corporation,NYSE:KIM,37.28231104,1.794229524,8795.10329,51.9518,20.4378,4.626743123,2.5121,0.69111
"Kinder Morgan, Inc.",NYSE:KMI,23.02230428,1.360305085,45752.30183,51.3515,14.5365,5.905055145,3.2284,0.83708
KLA Corporation,NasdaqGS:KLAC,33.77956369,9.928429993,26370.616,56.8371,15.8793,29.53071051,11.3784,1.27302
Kohl's Corporation,NYSE:KSS,11.53885231,1.398487405,7468.28888,53.264,3.287,12.12239577,5.3002,0.97999
"L Brands, Inc.",NYSE:LB,7.70364565,-3.844444444,4783.01193,115.6609,4.7333,-56.99409804,9.1215,1.089
"L3Harris Technologies, Inc.",NYSE:LHX,30.63795105,1.931097905,43876.91153,25.6912,9.6388,9.879276149,4.3154,0.62775
Laboratory Corporation of America Holdings,NYSE:LH,22.30419879,2.255079958,16256.482,50.6365,6.5001,10.19225773,5.1696,0.80413
Lam Research Corporation,NasdaqGS:LRCX,27.72403213,8.082313995,39954.72576,47.9156,15.6754,29.90500868,12.9309,1.63828
"Lamb Weston Holdings, Inc.",NYSE:LW,32.11784409,133.5295607,12324.77248,96.3113,10.0424,875.1061739,14.0923,0.32679
Las Vegas Sands Corp.,NYSE:LVS,35.76698987,9.37772275,50257.58181,65.3125,10.3329,25.77036652,10.0839,1.24851
"Leggett & Platt, Incorporated",NYSE:LEG,27.38714425,5.404702668,6784.12403,65.7024,5.4403,19.8539855,7.128,1.03587
"Leidos Holdings, Inc.",NYSE:LDOS,30.2928617,3.999777597,13035.1971,52.1354,4.0859,13.11677588,5.6297,1.00576
Lennar Corporation,NYSE:LEN,12.73608244,1.233950584,18508.18256,39.9341,6.9293,9.824650653,5.208,0.53484
Lincoln National Corporation,NYSE:LNC,17.71304922,0.572301878,11445.6591,27.3951,3.8121,3.380476141,0.2755,1.5468
Linde plc,NYSE:LIN,57.52827597,2.259410521,110257.3728,21.624,6.9008,3.876622295,3.5425,0.87828
LKQ Corporation,NasdaqGS:LKQ,23.73637166,2.274915637,10962.13104,51.7914,3.7723,9.612764372,5.0804,1.15122
Lockheed Martin Corporation,NYSE:LMT,25.51746464,27.87913172,108947.2645,78.7991,7.3281,126.4189591,10.7813,0.79368
Loews Corporation,NYSE:L,32.26910067,0.77025304,14868.97541,35.3847,3.3189,2.394578887,0.9249,0.94552
"Lowe's Companies, Inc.",NYSE:LOW,25.83180566,36.76277605,90183.49909,90.0666,4.99,137.9718231,10.4524,1.101
LyondellBasell Industries N.V.,NYSE:LYB,12.70139328,3.853971751,30400.39893,63.4898,7.4119,27.29347229,9.1077,1.22019
M&T Bank Corporation,NYSE:MTB,13.31607353,1.515246416,21966.25188,0,28.4621,11.48844499,1.636,0.96761
"Macy's, Inc.",NYSE:M,7.220249811,0.800941131,4850.75516,55.3285,2.6425,10.86012897,3.6939,0.97051
Marathon Oil Corporation,NYSE:MRO,22.00083746,0.823128541,10087.0989,31.8504,9.2314,3.774439754,2.5414,1.39992
Marathon Petroleum Corporation,NYSE:MPC,16.87498153,1.100287412,37082.7628,41.8431,1.8053,6.524995178,5.0497,1.17882
MarketAxess Holdings Inc.,NasdaqGS:MKTX,88.20458801,20.4948215,14289.96459,11.699,32.0245,23.78850284,20.2954,0.50739
"Marriott International, Inc.",NasdaqGS:MAR,40.68377238,55.68602057,46670.28801,93.3576,22.2851,111.1383159,5.7302,0.85709
"Marsh & McLennan Companies, Inc.",NYSE:MMC,32.18841016,7.221731068,54993.6979,65.5959,10.6397,21.8340969,7.7092,0.82055
"Martin Marietta Materials, Inc.",NYSE:MLM,38.2744915,3.209065495,17014.5201,39.206,10.2239,8.546878008,5.34,0.71193
Masco Corporation,NYSE:MAS,20.52937664,-92.22394405,12849.056,99.283,7.8439,-553.0377146,14.4654,1.07243
Mastercard Incorporated,NYSE:MA,51.69918401,59.19387755,292620.9142,61.946,35.2628,114.151717,23.5269,1.14393
"Maxim Integrated Products, Inc.",NasdaqGS:MXIM,36.92503987,8.801903936,15662.86605,37.2201,19.3945,23.45915974,10.2642,1.21591
"McCormick & Company, Incorporated",NYSE:MKC,41.79780785,6.538880378,22680.10321,57.2407,9.9372,15.84504207,5.9714,0.52003
McDonald's Corporation,NYSE:MCD,30.14647483,-17.05301305,146642.3324,123.3445,23.595,-63.37447833,13.7325,0.5582
McKesson Corporation,NYSE:MCK,40.28075144,3.985149093,25831.73734,56.1349,0.3022,9.060896443,3.0716,1.09017
Medtronic plc,NYSE:MDT,38.61134632,2.960709383,149746.9755,34.4343,12.5639,7.685516051,4.8715,0.85223
"Merck & Co., Inc.",NYSE:MRK,26.14882319,8.457338818,226541.669,50.1721,19.12,31.97039748,10.7799,0.72549
"MetLife, Inc.",NYSE:MET,7.982983512,0.660297999,45144.69841,59.1186,8.6033,8.629121082,0.898,1.31542
Mettler-Toledo International Inc.,NYSE:MTD,44.35625107,42.35997897,18566.42513,74.2555,14.2627,89.3281411,17.2742,1.34995
MGM Resorts International,NYSE:MGM,72.9888846,2.722815515,16536.14777,59.3761,1.8863,3.638574196,3.0145,1.25168
Microchip Technology Incorporated,NasdaqGS:MCHP,91.12505274,4.424514706,23742.42814,64.9958,4.8264,4.881294193,3.2104,1.27084
"Micron Technology, Inc.",NasdaqGS:MU,11.88267845,1.518395987,54590.01082,13.6964,19.7305,12.86680447,10.0121,1.7182
Microsoft Corporation,NasdaqGS:MSFT,40.61014263,10.9189793,1157289.812,44.6535,22.0517,27.38454275,10.6439,1.0719
"Mid-America Apartment Communities, Inc.",NYSE:MAA,94.69617949,2.495765503,15015.62968,42.0185,9.7496,2.627640343,2.3275,0.44081
"Mohawk Industries, Inc.",NYSE:MHK,16.75875583,1.265543231,9788.61086,28.5179,5.931,7.551410402,4.622,1.03813
Molson Coors Brewing Company,NYSE:TAP,16.78277183,0.840885472,11094.77828,41.6926,6.2802,4.873955679,2.861,1.20696
"Mondelez International, Inc.",NasdaqGS:MDLZ,31.058333,2.898443236,77649.72833,43.1009,9.7777,9.463949694,3.9598,0.73784
Monster Beverage Corporation,NasdaqGS:MNST,38.45798451,8.215500622,33567.46753,0.5696,21.5536,21.57743802,17.5272,1.12599
Moody's Corporation,NYSE:MCO,39.91478002,93.15728304,44026.13226,89.2255,23.8483,267.5135618,13.7767,1.1819
Morgan Stanley,NYSE:MS,12.47068318,1.086978264,80039.66591,78.9087,16.6555,8.848780428,0.9602,1.34199
"Motorola Solutions, Inc.",NYSE:MSI,29.83192115,-25.12658031,27718.74229,120.6005,11.5148,-88.08063779,11.2031,0.80776
MSCI Inc.,NYSE:MSCI,57.90610769,-149.4079027,22090.80894,105.6548,24.8957,-200.9485968,12.5922,1.10102
Mylan N.V.,NasdaqGS:MYL,15.26500734,0.84692343,9708.4527,53.6572,5.5763,5.442300957,3.0923,1.61153
"Nasdaq, Inc.",NasdaqGS:NDAQ,26.3891182,3.196348858,17029.1361,42.0474,14.9867,11.91793777,5.0206,0.86052
"National Oilwell Varco, Inc.",NYSE:NOV,-23.75141856,1.132599371,9124.92961,28.6867,-4.4133,-4.666383765,-1.6888,1.26829
"NetApp, Inc.",NasdaqGS:NTAP,22.78421106,25.91632096,13844.20166,76.9957,11.2048,89.46902372,7.8558,1.50948
"Netflix, Inc.",NasdaqGS:NFLX,102.9064984,19.09296748,131006.4578,66.3666,6.7291,19.62656509,5.4354,1.69686
Newell Brands Inc.,NasdaqGS:NWL,68.4596577,1.947899818,8061.536,62.7193,1.4405,2.585833792,1.7297,0.95708
Newmont Goldcorp Corporation,NYSE:NEM,34.08219726,1.565002114,33531.05829,25.1755,9.0366,4.825582132,3.1391,0.22121
News Corporation,NasdaqGS:NWSA,36.36711386,0.898314328,7876.58226,22.6428,2.1663,2.404523518,1.7796,1.00375
"NextEra Energy, Inc.",NYSE:NEE,55.01769909,3.149420347,115243.5824,50.9429,10.8051,5.801842375,3.1622,0.26668
Nielsen Holdings plc,NYSE:NLSN,18.93818799,3.241092362,6984.55542,79.3106,5.6999,14.91618255,4.0835,0.99129
"NIKE, Inc.",NYSE:NKE,47.99604889,16.47833636,151703.0657,42.5753,7.9904,34.72165656,12.7765,0.79794
NiSource Inc.,NYSE:NI,-284.8818731,2.021129788,10044.59095,62.3013,-0.6672,-0.700273202,0.9064,0.18751
"Noble Energy, Inc.",NYSE:NBL,91.07069037,1.170247351,10536.90507,43.367,2.5394,1.283399082,1.8431,1.29251
"Nordstrom, Inc.",NYSE:JWN,13.4269729,7.081566589,6028.48048,84.9726,2.9452,55.70426815,5.4434,0.80146
Norfolk Southern Corporation,NYSE:NSC,22.32204941,3.268487764,49805.2201,45.4128,19.7954,14.68174015,7.0558,1.07328
Northern Trust Corporation,NasdaqGS:NTRS,19.24286521,2.311016764,22946.77901,0,20.2591,12.09792118,1.1926,1.35238
Northrop Grumman Corporation,NYSE:NOC,26.75309451,6.045417169,58769.05909,61.9362,6.6658,23.25409586,6.3968,0.77524
NortonLifeLock Inc.,NasdaqGS:NLOK,51.97415084,2.688931043,16441.25269,43.1388,6.6894,5.541199269,2.8378,1.12428
Norwegian Cruise Line Holdings Ltd.,NYSE:NCLH,20.37409501,1.879180337,11788.89474,50.9433,9.2615,9.3739035,4.7568,1.08628
"NRG Energy, Inc.",NYSE:NRG,21.66760381,-6.242691864,9792.04977,130.3065,5.0751,-28.49351879,7.0791,0.66374
Nucor Corporation,NYSE:NUE,12.34352899,1.686553019,17622.87132,29.0983,6.0772,13.75982938,8.9042,1.26038
NVIDIA Corporation,NasdaqGS:NVDA,93.41970092,11.86125163,133012.08,18.5147,14.137,13.18288218,9.1203,1.86787
"NVR, Inc.",NYSE:NVR,21.91985644,5.985226828,14181.11929,22.5401,8.5427,28.63486879,18.7392,0.43683
Occidental Petroleum Corporation,NYSE:OXY,15.63912531,1.274228242,33535.13782,55.2786,9.848,8.278902644,2.3606,0.87054
"Old Dominion Freight Line, Inc.",NasdaqGS:ODFL,27.97533591,5.098603197,14823.22785,3.7562,12.9851,18.60885559,14.478,1.22164
Omnicom Group Inc.,NYSE:OMC,16.22478675,7.143160097,17601.45771,67.9418,7.4047,44.49198988,5.637,0.70172
"ONEOK, Inc.",NYSE:OKE,29.47625738,4.821618706,29985.81474,67.3136,9.5616,16.18721658,6.0343,0.9212
Oracle Corporation,NYSE:ORCL,24.83494092,10.06877018,184838.5411,74.9073,20.0017,37.54629388,7.4998,1.10066
"O'Reilly Automotive, Inc.",NasdaqGS:ORLY,31.09379676,202.5786464,33641.72855,97.1443,11.1762,700.7313434,13.1289,0.72233
PACCAR Inc,NasdaqGS:PCAR,14.30403992,2.824533327,28154.11251,52.3039,7.6754,20.09614593,7.3036,1.20695
Packaging Corporation of America,NYSE:PKG,16.17085796,3.453214607,10479.23978,47.4656,9.2541,21.76062939,10.2703,1.18479
Parker-Hannifin Corporation,NYSE:PH,21.69266724,4.347888385,26507.40826,60.2229,8.6576,20.26812521,7.3276,1.42508
"Paychex, Inc.",NasdaqGS:PAYX,34.70600591,11.97166691,30163.95681,28.0836,22.346,33.88924247,11.1979,0.86164
"PayPal Holdings, Inc.",NasdaqGS:PYPL,68.49786411,7.514941207,123889.0453,24.9408,10.6165,11.1007455,3.4447,1.21167
Pentair plc,NYSE:PNR,28.56945517,4.092587829,7648.23141,39.1329,9.2268,14.56560678,7.1705,1.12945
"People's United Financial, Inc.",NasdaqGS:PBCT,15.88203567,0.940010888,7316.36125,0,22.9251,5.952752592,1.0727,1.10201
"PepsiCo, Inc.",NasdaqGS:PEP,32.37896855,13.54601198,191177.0848,70.533,8.9948,42.14443189,8.988,0.58702
"PerkinElmer, Inc.",NYSE:PKI,52.08195273,3.87069395,10477.91749,47.4922,7.0764,7.431096768,3.93,1.33453
Perrigo Company plc,NYSE:PRGO,43.5687335,1.271712885,7324.0572,37.8013,3.5643,2.926078527,2.1861,1.58437
Pfizer Inc.,NYSE:PFE,21.16220481,3.248030743,211514.1568,45.2183,19.1828,16.07255767,5.9443,0.98426
Philip Morris International Inc.,NYSE:PM,22.26970386,-11.98902843,132000.4029,139.1691,20.0293,-53.3768793,16.5671,0.84208
Phillips 66,NYSE:PSX,12.81175928,2.005928582,49861.3636,32.7825,3.7186,15.76343792,5.3064,1.01488
Pinnacle West Capital Corporation,NYSE:PNW,26.95463709,1.728687862,9604.3808,49.5083,10.0126,6.602142874,2.6233,0.12851
Pioneer Natural Resources Company,NYSE:PXD,16.81358025,1.902746051,22559.40051,18.0423,14.7946,11.35745652,7.8942,1.19742
"PPG Industries, Inc.",NYSE:PPG,27.70890052,5.96273012,31286.44745,53.9513,7.4922,21.86154614,6.5227,0.95234
PPL Corporation,NYSE:PPL,18.07309539,2.04882217,24409.59553,66.0282,17.3781,11.29420144,4.4434,0.49432
"Principal Financial Group, Inc.",NasdaqGS:PFG,15.80691464,1.005022861,14861.00191,21.3461,5.9412,6.534622337,0.3697,1.41735
"Prologis, Inc.",NYSE:PLD,104.1364675,2.527167757,56730.6112,31.4367,15.1808,2.435577915,2.0321,0.75182
"Prudential Financial, Inc.",NYSE:PRU,12.51859096,0.559434532,37152.84,35.4426,4.6806,4.64006269,0.4762,1.38227
Public Service Enterprise Group Incorporated,NYSE:PEG,23.14726539,1.967710236,29468.68112,51.9942,12.6043,8.549811834,3.3763,0.40667
Public Storage,NYSE:PSA,35.62047363,7.309579059,36668.92972,17.2527,35.9957,20.4676492,8.3932,0.09805
"PulteGroup, Inc.",NYSE:PHM,13.43050185,2.128926892,11032.40597,37.3512,8.2216,16.14051249,8.1462,0.48678
PVH Corp.,NYSE:PVH,13.89815433,1.255369306,7478.22749,45.7889,5.6373,9.189277183,4.7354,1.32732
"Qorvo, Inc.",NasdaqGS:QRVO,54.13528114,3.103722231,13225.26307,20.3556,8.1912,5.725748757,4.6891,0.81237
QUALCOMM Incorporated,NasdaqGS:QCOM,21.90593467,20.28997,99329.08463,76.4465,19.7956,90.53389205,15.3806,0.94908
"Quanta Services, Inc.",NYSE:PWR,15.18472609,1.463380168,5718.80996,35.776,3.2036,9.79975731,4.916,1.32266
Quest Diagnostics Incorporated,NYSE:DGX,22.4569484,2.522488759,14106.82582,44.3256,8.2569,11.38077758,6.504,0.7449
Ralph Lauren Corporation,NYSE:RL,18.79201184,2.858181651,8329.43007,49.2457,7.3244,15.2154761,6.7823,0.93142
"Raymond James Financial, Inc.",NYSE:RJF,14.49844596,1.871056497,12392.14614,32.7154,11.2927,13.06799105,2.7123,1.38385
Raytheon Company,NYSE:RTN,25.14597874,4.671166559,60658.29578,29.6469,8.4904,19.15001897,7.9367,0.93243
Realty Income Corporation,NYSE:O,86.07834538,2.61544078,24307.0479,43.5382,18.5838,3.078576142,2.7684,0.35063
Regency Centers Corporation,NasdaqGS:REG,64.16756286,1.671873983,10497.87852,39.3501,13.9177,2.597561881,2.342,0.5526
"Regeneron Pharmaceuticals, Inc.",NasdaqGS:REGN,27.86449766,3.884829819,40835.47024,6.5644,19.1623,14.46081529,11.377,1.10477
Regions Financial Corporation,NYSE:RF,13.57933103,1.063564393,16244.52229,0,22.9505,7.981893154,1.2654,1.25126
"Republic Services, Inc.",NYSE:RSG,35.71859393,3.556986056,28349.62566,52.8306,7.815,9.994889904,4.9306,0.58767
ResMed Inc.,NYSE:RMD,57.31501548,10.21815434,21636.93579,38.1434,13.945,18.0127019,11.4744,0.89937
Robert Half International Inc.,NYSE:RHI,18.17508858,6.245775203,6944.23677,19.6629,6.5031,34.62395863,17.8603,1.2061
"Rockwell Automation, Inc.",NYSE:ROK,30.305696,58.18200554,23486.07143,84.8107,11.8515,100.2727716,13.8515,1.22014
"Rollins, Inc.",NYSE:ROL,56.58112723,13.58222583,10959.47457,39.3562,9.9123,24.84767911,13.5642,0.96772
"Roper Technologies, Inc.",NYSE:ROP,44.99573039,4.209275995,36078.96826,43.0682,14.9334,9.474095965,5.5361,0.95164
"Ross Stores, Inc.",NasdaqGS:ROST,31.3022101,12.5084951,41217.63698,51.4577,8.4244,40.13577425,16.7756,0.98097
Royal Caribbean Cruises Ltd.,NYSE:RCL,21.21692812,2.158219242,25851.71564,47.7996,11.303,10.35968664,4.7227,1.09435
S&P Global Inc.,NYSE:SPGI,40.87950647,192.235698,66513.46,64.4082,25.2557,381.0220691,19.4675,0.90508
"salesforce.com, inc.",NYSE:CRM,323.7284978,4.163632709,138717.93,16.3255,2.4329,1.621960817,1.0829,1.38695
SBA Communications Corporation,NasdaqGS:SBAC,210.6744585,-7.456701037,26547.93966,140.4536,6.3777,-3.660439245,4.6188,0.61033
Schlumberger Limited,NYSE:SLB,39.70798089,2.223081608,53160.54785,40.6658,4.075,4.477484097,2.7814,1.32238
Seagate Technology plc,NasdaqGS:STX,23.26001517,8.596872839,15221.48206,70.4062,6.9096,33.72120177,8.3874,1.36965
Sealed Air Corporation,NYSE:SEE,18.88337142,-19.68944036,5987.48504,108.2387,6.6754,-98.28368628,8.0808,0.77162
Sempra Energy,NYSE:SRE,31.25663129,2.564059256,41937.6584,56.6973,10.658,8.392186056,2.7058,0.31163
"ServiceNow, Inc.",NYSE:NOW,2192.960866,35.2590611,50401.87443,44.0257,0.6963,1.703867565,0.2232,1.21797
"Simon Property Group, Inc.",NYSE:SPG,37.63553581,16.96513164,44618.74678,89.1464,21.0497,43.13953852,5.4359,0.47802
"Skyworks Solutions, Inc.",NasdaqGS:SWKS,31.4490927,4.509673578,18620.31916,0,17.8552,14.44161211,12.3558,0.95797
SL Green Realty Corp.,NYSE:SLG,66.94682689,1.334141796,7172.27292,49.4136,9.1531,1.982484028,1.8301,0.82619
Snap-on Incorporated,NYSE:SNA,16.81622894,2.783650832,9196.6358,27.2751,13.5931,16.64742116,10.9485,0.98225
Southwest Airlines Co.,NYSE:LUV,15.17838822,2.861636687,28418.9108,30.7268,8.6711,19.04404278,7.2916,1.07512
"Stanley Black & Decker, Inc.",NYSE:SWK,25.90347268,3.229312338,24259.5638,41.6898,6.3493,12.48422236,5.0056,1.3128
Starbucks Corporation,NasdaqGS:SBUX,42.4496159,-16.45878556,102262.79,224.4582,9.397,-46.13893501,11.2841,0.73718
State Street Corporation,NYSE:STT,16.38873518,1.321237228,28431.70465,0,15.448,8.114233584,0.8863,1.30376
Stryker Corporation,NYSE:SYK,36.87904686,6.018443224,74123.712,41.6212,13.7981,16.56393581,8.6961,1.03787
SVB Financial Group,NasdaqGS:SIVB,12.8409417,2.095428191,12346.41295,0,31.7681,16.79925912,1.8751,1.82287
Synchrony Financial,NYSE:SYF,7.876787865,1.605609691,23999.59877,0,35.357,20.88260995,3.6097,1.12438
"Synopsys, Inc.",NasdaqGS:SNPS,53.43777057,4.863007016,19855.71848,3.2581,11.0225,9.27096104,5.651,1.13158
Sysco Corporation,NYSE:SYY,29.36955389,17.2483762,42287.59967,78.9838,2.4143,58.27729092,8.9174,0.62282
"T. Rowe Price Group, Inc.",NasdaqGS:TROW,17.58416529,4.241573043,28884.85526,1.8098,30.5102,24.63201961,16.2716,1.38587
"Take-Two Interactive Software, Inc.",NasdaqGS:TTWO,81.07034044,6.018444763,13130.8201,6.0728,5.352,7.583885875,3.539,0.72812
"Tapestry, Inc.",NYSE:TPR,14.83217583,2.307732871,7124.65835,55.8029,8.3592,14.85407542,7.0792,0.93921
Target Corporation,NYSE:TGT,24.76163482,5.521009019,63747.52982,54.9146,3.3635,22.12112794,6.6542,0.71557
TE Connectivity Ltd.,NYSE:TEL,22.76342896,2.953032049,31156.31197,27.2789,10.2849,12.96639537,7.0515,1.13572
TechnipFMC plc,NYSE:FTI,81.57928038,0.857922453,8646.23259,32.4234,0.8192,1.037763662,2.3401,1.42944
Teleflex Incorporated,NYSE:TFX,59.99218772,5.754995636,16424.86472,42.6719,10.6696,9.913248162,5.2291,1.09892
Texas Instruments Incorporated,NasdaqGS:TXN,31.22460414,12.87703741,115650.4176,40.6225,25.2711,42.40441439,20.3336,1.10607
Textron Inc.,NYSE:TXT,15.20766508,1.839862088,10032.14791,44.9793,5.0721,12.27646091,5.1587,1.28291
The AES Corporation,NYSE:AES,20.25709695,3.998156323,12554.21013,78.6732,5.967,19.52422384,4.2158,0.68214
The Allstate Corporation,NYSE:ALL,17.36395541,1.542652027,35502.35075,21.5297,4.933,9.057541909,1.9607,0.71632
The Bank of New York Mellon Corporation,NYSE:BK,16.0099629,1.224101348,45999.27999,0,19.0006,7.687987476,1.0756,1.11668
